adjusted_stat_amount,Time Played,Time,season,team,stat_name,stat_amount
600.000000000,531.240650993,5312.406509932,1,Philadelphia Fusion,Time Played,318744.390595907
5088.497895154,527.459312696,44732.926707214,1,New York Excelsior,All Damage Done,2683975.60243284
15.297344923,430.53222852,109.766666667,1,Houston Outlaws,Defensive Assists,6586
4748.593030573,521.357911161,41261.942389557,1,London Spitfire,All Damage Done,2475716.54337343
270.906469310,450.156852706,2032.506726704,1,Seoul Dynasty,Time Alive,121950.40360224
5.584347840,486.001244515,45.233333333,1,Boston Uprising,Deaths,2714
5.309707029,430.53222852,38.1,1,Houston Outlaws,Deaths,2286
5058.044513540,489.279314227,41246.60918191,1,Los Angeles Gladiators,All Damage Done,2474796.55091462
8812.383842517,430.53222852,63233.587571543,1,Houston Outlaws,Healing Done,3794015.25429256
4584.291827563,450.156852706,34394.173016359,1,Seoul Dynasty,All Damage Done,2063650.38098153
17.669243725,521.357911161,153.533333333,1,London Spitfire,Defensive Assists,9212
6.156853104,504.965758891,51.816666667,1,Los Angeles Valiant,Offensive Assists,3109
5.321540997,438.031014214,38.85,1,San Francisco Shock,Offensive Assists,2331
16.048093127,489.279314227,130.866666667,1,Los Angeles Gladiators,Defensive Assists,7852
283.532595101,486.001244515,2296.619901329,1,Boston Uprising,Time Alive,137797.194079719
9050.466607280,392.84694296,59257.468983855,1,Shanghai Dragons,Healing Done,3555448.13903133
8609.466106606,527.459312696,75685.717921166,1,New York Excelsior,Healing Done,4541143.07526996
248.044332919,468.521494014,1936.901690679,1,Dallas Fuel,Time Alive,116214.101440756
16.576089240,486.001244515,134.266666667,1,Boston Uprising,Defensive Assists,8056
5.609039135,486.001244515,45.433333333,1,Boston Uprising,Offensive Assists,2726
8420.274846035,504.965758891,70865.841294979,1,Los Angeles Valiant,Healing Done,4251950.47769871
17.530661448,531.240650993,155.216666667,1,Philadelphia Fusion,Defensive Assists,9313
298.094346120,521.357911161,2590.230760368,1,London Spitfire,Time Alive,155413.845622077
600.000000000,521.357911161,5213.579111608,1,London Spitfire,Time Played,312814.746696487
4.659721889,504.965758891,39.216666667,1,Los Angeles Valiant,Deaths,2353
8192.363252691,438.031014214,59808.486406431,1,San Francisco Shock,Healing Done,3588509.18438585
6.561997832,531.240650993,58.1,1,Philadelphia Fusion,Offensive Assists,3486
288.069193100,430.53222852,2067.051194555,1,Houston Outlaws,Time Alive,124023.071673284
6.264339395,430.53222852,44.95,1,Houston Outlaws,Offensive Assists,2697
600.000000000,468.521494014,4685.214940144,1,Dallas Fuel,Time Played,281112.896408625
4293.049939023,504.965758891,36130.720340259,1,Los Angeles Valiant,All Damage Done,2167843.22041556
13.670289860,426.326000374,97.133333333,1,Florida Mayhem,Defensive Assists,5828
269.222647731,392.84694296,1762.721568948,1,Shanghai Dragons,Time Alive,105763.294136855
8476.754703550,486.001244515,68661.888922897,1,Boston Uprising,Healing Done,4119713.33537381
4252.711141818,430.53222852,30515.486752314,1,Houston Outlaws,All Damage Done,1830929.20513886
8828.390597497,521.357911161,76712.521347075,1,London Spitfire,Healing Done,4602751.28082452
600.000000001,489.279314227,4892.793142274,1,Los Angeles Gladiators,Time Played,293567.588536446
4546.801721540,468.521494014,35504.572259355,1,Dallas Fuel,All Damage Done,2130274.33556132
259.590276399,426.326000374,1844.501404551,1,Florida Mayhem,Time Alive,110670.084273048
6.311387286,527.459312696,55.483333333,1,New York Excelsior,Offensive Assists,3329
5.839646708,468.521494014,45.6,1,Dallas Fuel,Deaths,2736
16.076337568,504.965758891,135.3,1,Los Angeles Valiant,Defensive Assists,8118
4412.556794820,426.326000374,31353.128162648,1,Florida Mayhem,All Damage Done,1881187.68975889
600.000000000,450.156852706,4501.568527063,1,Seoul Dynasty,Time Played,270094.111623751
600.000000000,426.326000374,4263.260003737,1,Florida Mayhem,Time Played,255795.60022421
5.122924924,438.031014214,37.4,1,San Francisco Shock,Deaths,2244
4.087519071,527.459312696,35.933333333,1,New York Excelsior,Deaths,2156
278.217985350,527.459312696,2445.811122206,1,New York Excelsior,Time Alive,146748.667332333
4149.481487550,392.84694296,27168.518620885,1,Shanghai Dragons,All Damage Done,1630111.11725311
8414.935913279,426.326000374,59791.766188533,1,Florida Mayhem,Healing Done,3587505.97131195
599.999999999,392.84694296,3928.469429596,1,Shanghai Dragons,Time Played,235708.165775764
6.149977856,392.84694296,40.266666667,1,Shanghai Dragons,Deaths,2416
12.386503414,392.84694296,81.1,1,Shanghai Dragons,Defensive Assists,4866
14.638232892,438.031014214,106.866666667,1,San Francisco Shock,Defensive Assists,6412
4.130641806,426.326000374,29.35,1,Florida Mayhem,Offensive Assists,1761
277.829412537,504.965758891,2338.239002396,1,Los Angeles Valiant,Time Alive,140294.340143783
17.157721519,527.459312696,150.833333333,1,New York Excelsior,Defensive Assists,9050
6.849421335,521.357911161,59.516666667,1,London Spitfire,Offensive Assists,3571
4902.763429110,531.240650993,43409.12059575,1,Philadelphia Fusion,All Damage Done,2604547.23574498
14.500704710,166.40570567,40.216666667,3,New York Excelsior,Defensive Assists,2413
9212.364607825,178.471440983,27402.399773654,3,Shanghai Dragons,Healing Done,1644143.98641924
4.605260448,162.20580972,12.45,3,Hangzhou Spark,Deaths,747
8.790454777,168.59195999,24.7,3,Paris Eternal,Offensive Assists,1482
5.570765394,128.348610906,11.916666667,3,Atlanta Reign,Deaths,715
5.261936711,159.446995678,13.983333333,3,Los Angeles Valiant,Deaths,839
5957.377531985,156.26355898,15515.350255591,3,Washington Justice,All Damage Done,930921.01533543
16.378433846,134.384033341,36.683333333,3,Seoul Dynasty,Defensive Assists,2201
555.276168656,143.407898421,1327.183139836,3,Dallas Fuel,Time Alive,79630.988390174
8.855900689,175.363303458,25.883333333,3,Philadelphia Fusion,Offensive Assists,1553
9792.476632843,143.407898421,23405.308237546,3,Dallas Fuel,Healing Done,1404318.49425278
4.550005162,156.26355898,11.85,3,Washington Justice,Deaths,711
17.435261092,159.446995678,46.333333333,3,Los Angeles Valiant,Defensive Assists,2780
599.999999999,175.363303458,1753.633034576,3,Philadelphia Fusion,Time Played,105217.982074541
6227.516598677,157.745577565,16372.720044231,3,Boston Uprising,All Damage Done,982363.20265389
6884.246322150,134.384033341,15418.879788058,3,Seoul Dynasty,All Damage Done,925132.7872835
5.729810603,168.59195999,16.1,3,Paris Eternal,Deaths,966
547.796812463,143.049672014,1306.035905885,3,Los Angeles Gladiators,Time Alive,78362.154353116
