adjusted_stat_amount,Time Played,Time,season,team,stat_name,stat_amount
550.721178120,154.983305467,1422.543142928,2,Washington Justice,Time Alive,85352.588575704
5.818692835,257.961717952,25.016666667,2,Chengdu Hunters,Deaths,1501
599.999999998,159.619914983,1596.199149826,2,Philadelphia Fusion,Time Played,95771.94898955
13541.233910358,296.514996462,66919.648750349,2,Shanghai Dragons,All Damage Done,4015178.92502093
0.684134368,162.248828986,1.85,2,Atlanta Reign,Solo Kills,111
16.182791351,182.601377966,49.25,2,London Spitfire,Eliminations,2955
0.562524994,188.436071389,1.766666667,2,Vancouver Titans,Solo Kills,106
18.152775827,179.476683405,54.3,2,Seoul Dynasty,Eliminations,3258
16.244923729,158.387939702,42.883333333,2,Paris Eternal,Eliminations,2573
600.000000001,158.911511359,1589.115113594,2,Florida Mayhem,Time Played,95346.906815634
5.909540851,158.387939702,15.6,2,Paris Eternal,Deaths,936
7.634115446,182.601377966,23.233333333,2,London Spitfire,Final Blows,1394
600.000000000,146.207333668,1462.073336681,2,Dallas Fuel,Time Played,87724.400200839
0.642922606,146.207333668,1.566666667,2,Dallas Fuel,Solo Kills,94
0.639629792,257.961717952,2.75,2,Chengdu Hunters,Solo Kills,165
14.082740916,146.207333668,34.316666667,2,Dallas Fuel,Eliminations,2059
550.632463365,296.514996462,2721.179715442,2,Shanghai Dragons,Time Alive,163270.782926538
6.088081482,164.912378885,16.733333333,2,Boston Uprising,Final Blows,1004
600.000000000,164.912378885,1649.123788849,2,Boston Uprising,Time Played,98947.427330919
545.448988943,257.961717952,2345.082637384,2,Chengdu Hunters,Time Alive,140704.958243013
17.848906200,182.140012594,54.183333333,2,Los Angeles Gladiators,Eliminations,3251
2.424509498,159.619914983,6.45,2,Philadelphia Fusion,Critical Hit Kills,387
0.921787355,158.387939702,2.433333333,2,Paris Eternal,Solo Kills,146
599.999999999,188.436071389,1884.360713888,2,Vancouver Titans,Time Played,113061.642833283
545.454715540,164.912378885,1499.203911896,2,Boston Uprising,Time Alive,89952.234713777
1.284255176,188.436071389,4.033333333,2,Vancouver Titans,Critical Hit Kills,242
13703.876645065,162.248828986,37057.298970506,2,Atlanta Reign,All Damage Done,2223437.93823036
12999.350282602,158.911511359,34429.106668223,2,Florida Mayhem,All Damage Done,2065746.4000934
12856.977854401,182.601377966,39128.364544866,2,London Spitfire,All Damage Done,2347701.87269195
600.000000000,296.514996462,2965.14996462,2,Shanghai Dragons,Time Played,177908.997877213
6.865456068,158.911511359,18.183333333,2,Florida Mayhem,Final Blows,1091
7.737129794,159.619914983,20.583333333,2,Philadelphia Fusion,Final Blows,1235
1.723579753,146.207333668,4.2,2,Dallas Fuel,Critical Hit Kills,252
5.205116051,202.685202341,17.583333333,2,Houston Outlaws,Deaths,1055
