season,stage,map_winner,map_loser,map_name,map_type,match_count
2,One,Los Angeles Gladiators,Seoul Dynasty,Ilios,Control,2
2,One,draw,draw,Volskaya Industries,Assault,8
1,Four,Seoul Dynasty,San Francisco Shock,Oasis,Control,2
3,OWL 2020 Regular Season,New York Excelsior,Hangzhou Spark,Blizzard World,Hybrid,2
2,One,Chengdu Hunters,Toronto Defiant,Volskaya Industries,Assault,4
1,Four,New York Excelsior,London Spitfire,Hanamura,Assault,2
2,Three,Philadelphia Fusion,Washington Justice,Hollywood,Hybrid,2
2,Four,San Francisco Shock,Dallas Fuel,Blizzard World,Hybrid,2
1,Three,San Francisco Shock,Florida Mayhem,Route 66,Escort,2
2,One,Paris Eternal,London Spitfire,Route 66,Escort,2
1,Four,Boston Uprising,New York Excelsior,Horizon Lunar Colony,Assault,4
1,Four,Los Angeles Valiant,Houston Outlaws,Blizzard World,Hybrid,2
1,Four,New York Excelsior,Seoul Dynasty,Watchpoint: Gibraltar,Escort,4
1,Four,Houston Outlaws,Shanghai Dragons,Watchpoint: Gibraltar,Escort,2
1,Three,Boston Uprising,Seoul Dynasty,Volskaya Industries,Assault,2
2,Four,Vancouver Titans,New York Excelsior,Ilios,Control,2
2,One,Shanghai Dragons,Dallas Fuel,Numbani,Hybrid,2
1,Two,Philadelphia Fusion,Boston Uprising,Hollywood,Hybrid,4
2,One,Houston Outlaws,Hangzhou Spark,Temple of Anubis,Assault,4
3,OWL 2020 Regular Season,Florida Mayhem,Philadelphia Fusion,Watchpoint: Gibraltar,Escort,2
1,Three,Los Angeles Valiant,Boston Uprising,Nepal,Control,3
2,Four,London Spitfire,Toronto Defiant,Hollywood,Hybrid,2
1,Three,Philadelphia Fusion,Houston Outlaws,Ilios,Control,2
2,Two,Vancouver Titans,Toronto Defiant,Oasis,Control,2
1,Two,Boston Uprising,Los Angeles Valiant,Volskaya Industries,Assault,3
3,OWL 2020 Regular Season,Guangzhou Charge,Seoul Dynasty,Lijiang Tower,Control,3
1,Three,Florida Mayhem,Houston Outlaws,Temple of Anubis,Assault,2
2,One - Title,Vancouver Titans,San Francisco Shock,Numbani,Hybrid,2
2,Four,Paris Eternal,Houston Outlaws,Volskaya Industries,Assault,2
3,OWL 2020 Regular Season,Seoul Dynasty,Chengdu Hunters,Temple of Anubis,Assault,2
1,Three,Dallas Fuel,Shanghai Dragons,Volskaya Industries,Assault,2
2,Three,Vancouver Titans,Atlanta Reign,Nepal,Control,2
1,Three,Seoul Dynasty,Shanghai Dragons,Blizzard World,Hybrid,2
1,One,Boston Uprising,Los Angeles Valiant,Horizon Lunar Colony,Assault,2
2,Four,Philadelphia Fusion,Houston Outlaws,Ilios,Control,2
2,Three,Los Angeles Valiant,London Spitfire,Watchpoint: Gibraltar,Escort,2
3,OWL 2020 Regular Season,Houston Outlaws,Paris Eternal,Eichenwalde,Hybrid,2
3,OWL 2020 Regular Season,Houston Outlaws,Paris Eternal,Havana,Escort,2
2,Four,Dallas Fuel,Los Angeles Gladiators,Temple of Anubis,Assault,2
2,Four,Atlanta Reign,Washington Justice,Busan,Control,3
2,Two,Dallas Fuel,Houston Outlaws,Watchpoint: Gibraltar,Escort,4
1,One,Los Angeles Valiant,Shanghai Dragons,Ilios,Control,2
3,OWL 2020 Regular Season,Paris Eternal,Los Angeles Valiant,Lijiang Tower,Control,3
2,Four,Los Angeles Gladiators,Dallas Fuel,Junkertown,Escort,2
1,Four,Dallas Fuel,Philadelphia Fusion,Watchpoint: Gibraltar,Escort,4
1,One,London Spitfire,San Francisco Shock,Eichenwalde,Hybrid,2
2,Four,Florida Mayhem,Los Angeles Valiant,Hollywood,Hybrid,2
2,Two - Title,New York Excelsior,Vancouver Titans,Blizzard World,Hybrid,2
3,OWL 2020 Regular Season,Toronto Defiant,Washington Justice,Eichenwalde,Hybrid,2
2,Two,Hangzhou Spark,Boston Uprising,Oasis,Control,3
3,OWL 2020 Regular Season,Shanghai Dragons,Chengdu Hunters,Oasis,Control,2
2,Three,Chengdu Hunters,Dallas Fuel,Watchpoint: Gibraltar,Escort,2
2,Three - Title,Vancouver Titans,Shanghai Dragons,Numbani,Hybrid,4
1,Four,Philadelphia Fusion,Florida Mayhem,Oasis,Control,2
2,Season 2 Championship,Hangzhou Spark,Atlanta Reign,Busan,Control,2
1,Four,Dallas Fuel,Philadelphia Fusion,King's Row,Hybrid,2
1,Three,San Francisco Shock,Florida Mayhem,Blizzard World,Hybrid,2
1,Three,Los Angeles Valiant,Seoul Dynasty,Temple of Anubis,Assault,2
2,Two,Los Angeles Valiant,Atlanta Reign,Junkertown,Escort,2
2,Three - Title,Hangzhou Spark,Los Angeles Valiant,Paris,Assault,2
1,One,Los Angeles Gladiators,Florida Mayhem,Eichenwalde,Hybrid,2
2,Two - Title,Hangzhou Spark,London Spitfire,Blizzard World,Hybrid,2
2,Three,New York Excelsior,Houston Outlaws,Horizon Lunar Colony,Assault,2
3,OWL 2020 Regular Season,Vancouver Titans,Washington Justice,Hollywood,Hybrid,2
1,Three,Seoul Dynasty,Boston Uprising,Route 66,Escort,2
1,Four,London Spitfire,Seoul Dynasty,Nepal,Control,2
2,Four,Seoul Dynasty,Shanghai Dragons,Hollywood,Hybrid,2
3,OWL 2020 Regular Season,Los Angeles Gladiators,Dallas Fuel,Oasis,Control,2
1,Four,Philadelphia Fusion,Florida Mayhem,Blizzard World,Hybrid,2
1,Two,London Spitfire,Dallas Fuel,Lijiang Tower,Control,3
3,OWL 2020 Regular Season,Guangzhou Charge,Hangzhou Spark,Nepal,Control,3
2,Four,New York Excelsior,Paris Eternal,Busan,Control,3
2,Three - Title,San Francisco Shock,Seoul Dynasty,Numbani,Hybrid,2
2,One,Philadelphia Fusion,Paris Eternal,Horizon Lunar Colony,Assault,2
1,One,Boston Uprising,Dallas Fuel,Temple of Anubis,Assault,4
2,Two,Vancouver Titans,Boston Uprising,Lijiang Tower,Control,2
1,Four,Seoul Dynasty,Shanghai Dragons,Lijiang Tower,Control,2
1,Three,Boston Uprising,Philadelphia Fusion,Volskaya Industries,Assault,2
1,One,New York Excelsior,Shanghai Dragons,Dorado,Escort,2
2,Three,Chengdu Hunters,Dallas Fuel,Ilios,Control,2
2,Three,Seoul Dynasty,Florida Mayhem,Oasis,Control,2
3,OWL 2020 Regular Season,Los Angeles Valiant,Atlanta Reign,Hanamura,Assault,4
2,Two,Vancouver Titans,Seoul Dynasty,Eichenwalde,Hybrid,2
1,One,Boston Uprising,Los Angeles Gladiators,Dorado,Escort,2
3,OWL 2020 Regular Season,Toronto Defiant,Boston Uprising,Paris,Assault,4
1,Four,London Spitfire,Florida Mayhem,Oasis,Control,3
3,OWL 2020 Regular Season,Toronto Defiant,Vancouver Titans,Ilios,Control,3
2,Season 2 Championship,Shanghai Dragons,Philadelphia Fusion,Dorado,Escort,4
3,OWL 2020 Regular Season,Philadelphia Fusion,Atlanta Reign,Rialto,Escort,4
2,Season 2 Championship,Seoul Dynasty,Guangzhou Charge,Eichenwalde,Hybrid,3
2,Four,San Francisco Shock,Dallas Fuel,Temple of Anubis,Assault,2
2,Three,Houston Outlaws,Boston Uprising,Numbani,Hybrid,2
2,Season 2 Championship,London Spitfire,Shanghai Dragons,Ilios,Control,3
2,One,Paris Eternal,Los Angeles Gladiators,Numbani,Hybrid,2
1,Three,Houston Outlaws,Dallas Fuel,Ilios,Control,3
2,Two,Vancouver Titans,Hangzhou Spark,Oasis,Control,2
2,Four,Vancouver Titans,Philadelphia Fusion,Blizzard World,Hybrid,2
2,Three,Boston Uprising,Philadelphia Fusion,Horizon Lunar Colony,Assault,2
2,Three,Los Angeles Gladiators,Toronto Defiant,Nepal,Control,2
2,Three,draw,draw,Volskaya Industries,Assault,14
2,Four,Florida Mayhem,London Spitfire,Volskaya Industries,Assault,2
2,Three,Hangzhou Spark,Florida Mayhem,Volskaya Industries,Assault,2
2,One,Boston Uprising,Florida Mayhem,Dorado,Escort,2
3,OWL 2020 Regular Season,Guangzhou Charge,Seoul Dynasty,Hanamura,Assault,2
2,Two - Title,San Francisco Shock,Shanghai Dragons,Paris,Assault,4
1,Two,New York Excelsior,Boston Uprising,Nepal,Control,3
1,Two,Florida Mayhem,Los Angeles Valiant,Nepal,Control,2
2,One,Toronto Defiant,Houston Outlaws,Route 66,Escort,2
2,Three,Atlanta Reign,Toronto Defiant,Eichenwalde,Hybrid,3
2,One,Vancouver Titans,Shanghai Dragons,Busan,Control,3
1,Three,London Spitfire,Philadelphia Fusion,Junkertown,Escort,2
2,Four,Florida Mayhem,Toronto Defiant,King's Row,Hybrid,2
1,Four,Los Angeles Gladiators,San Francisco Shock,Lijiang Tower,Control,2
2,Three,Seoul Dynasty,Guangzhou Charge,Dorado,Escort,2
3,OWL 2020 Regular Season,Toronto Defiant,Los Angeles Valiant,Watchpoint: Gibraltar,Escort,2
1,Inaugural Championship,London Spitfire,Los Angeles Gladiators,King's Row,Hybrid,4
2,Four,Boston Uprising,Washington Justice,Blizzard World,Hybrid,2
2,Season 2 Championship,Hangzhou Spark,Seoul Dynasty,Busan,Control,2
1,Three,Dallas Fuel,Seoul Dynasty,Numbani,Hybrid,2
2,Two,Philadelphia Fusion,Houston Outlaws,Busan,Control,3
2,Four,London Spitfire,Houston Outlaws,Volskaya Industries,Assault,4
1,Two,Houston Outlaws,Boston Uprising,Watchpoint: Gibraltar,Escort,2
2,Four,Vancouver Titans,Shanghai Dragons,King's Row,Hybrid,2
1,Two,Boston Uprising,Shanghai Dragons,Nepal,Control,2
1,Three,New York Excelsior,London Spitfire,Temple of Anubis,Assault,3
2,Two,Toronto Defiant,Washington Justice,Blizzard World,Hybrid,2
2,Four,Los Angeles Gladiators,San Francisco Shock,Ilios,Control,2
2,Four,London Spitfire,Toronto Defiant,Temple of Anubis,Assault,2
2,Four,Vancouver Titans,London Spitfire,Ilios,Control,3
1,Four,Philadelphia Fusion,Seoul Dynasty,Oasis,Control,2
3,OWL 2020 Regular Season,Shanghai Dragons,Guangzhou Charge,Eichenwalde,Hybrid,2
2,Three,Los Angeles Gladiators,Toronto Defiant,Horizon Lunar Colony,Assault,2
1,Three,New York Excelsior,Boston Uprising,Numbani,Hybrid,2
2,Three,Los Angeles Valiant,Chengdu Hunters,Numbani,Hybrid,4
3,OWL 2020 Regular Season,Shanghai Dragons,Seoul Dynasty,Oasis,Control,2
2,Four,Shanghai Dragons,Seoul Dynasty,Route 66,Escort,2
2,Two,London Spitfire,Atlanta Reign,Oasis,Control,2
2,Four,Philadelphia Fusion,Seoul Dynasty,Lijiang Tower,Control,3
2,Four,Chengdu Hunters,Houston Outlaws,Hollywood,Hybrid,2
2,Season 2 Championship,Los Angeles Gladiators,Hangzhou Spark,King's Row,Hybrid,2
3,OWL 2020 Regular Season,Houston Outlaws,Paris Eternal,Oasis,Control,3
1,Four,New York Excelsior,Houston Outlaws,Dorado,Escort,2
2,One,Philadelphia Fusion,London Spitfire,Ilios,Control,3
3,OWL 2020 Regular Season,Atlanta Reign,Florida Mayhem,Temple of Anubis,Assault,4
1,Two,New York Excelsior,Dallas Fuel,Ilios,Control,2
1,Three,Houston Outlaws,Los Angeles Valiant,Nepal,Control,3
1,Three,Los Angeles Gladiators,Dallas Fuel,Volskaya Industries,Assault,4
1,One,Seoul Dynasty,San Francisco Shock,Lijiang Tower,Control,2
3,OWL 2020 Regular Season,New York Excelsior,Seoul Dynasty,Hanamura,Assault,2
2,Two,Vancouver Titans,Boston Uprising,Paris,Assault,3
3,OWL 2020 Regular Season,London Spitfire,New York Excelsior,Lijiang Tower,Control,2
2,One,Paris Eternal,London Spitfire,Ilios,Control,2
2,Two,New York Excelsior,Shanghai Dragons,Eichenwalde,Hybrid,2
2,Three,Los Angeles Gladiators,Dallas Fuel,Paris,Assault,2
2,Season 2 Championship,San Francisco Shock,Los Angeles Gladiators,Horizon Lunar Colony,Assault,4
1,One,Boston Uprising,San Francisco Shock,Horizon Lunar Colony,Assault,2
2,One,Vancouver Titans,Guangzhou Charge,Numbani,Hybrid,2
1,Four,New York Excelsior,Los Angeles Gladiators,King's Row,Hybrid,2
3,OWL 2020 Regular Season,Philadelphia Fusion,Houston Outlaws,Lijiang Tower,Control,3
1,Three,Seoul Dynasty,Dallas Fuel,Oasis,Control,2
2,One,Shanghai Dragons,Dallas Fuel,Volskaya Industries,Assault,6
1,Three,Philadelphia Fusion,London Spitfire,Blizzard World,Hybrid,2
1,Three,New York Excelsior,San Francisco Shock,Junkertown,Escort,2
1,One,San Francisco Shock,Seoul Dynasty,Temple of Anubis,Assault,2
2,One,Chengdu Hunters,Guangzhou Charge,Numbani,Hybrid,2
2,Two,Hangzhou Spark,Seoul Dynasty,Hanamura,Assault,4
3,OWL 2020 Regular Season,Florida Mayhem,Paris Eternal,Numbani,Hybrid,4
2,Four,Los Angeles Valiant,Seoul Dynasty,King's Row,Hybrid,2
2,Two,Seoul Dynasty,Houston Outlaws,Rialto,Escort,4
1,Four,Boston Uprising,Florida Mayhem,Lijiang Tower,Control,3
1,Two,London Spitfire,Houston Outlaws,Route 66,Escort,2
2,Three,Los Angeles Gladiators,Dallas Fuel,Havana,Escort,2
1,One,draw,draw,Numbani,Hybrid,7
1,Two,Los Angeles Gladiators,London Spitfire,Lijiang Tower,Control,2
1,One,London Spitfire,New York Excelsior,Eichenwalde,Hybrid,2
3,OWL 2020 Regular Season,Los Angeles Valiant,Paris Eternal,Busan,Control,2
2,Season 2 Championship,London Spitfire,Shanghai Dragons,Numbani,Hybrid,2
2,Two,London Spitfire,Houston Outlaws,Junkertown,Escort,2
2,Four,Washington Justice,Toronto Defiant,Havana,Escort,2
2,Three,Paris Eternal,Boston Uprising,Paris,Assault,5
3,OWL 2020 Regular Season,Hangzhou Spark,Chengdu Hunters,Route 66,Escort,2
1,Three,Philadelphia Fusion,Shanghai Dragons,Temple of Anubis,Assault,2
2,One,Boston Uprising,Seoul Dynasty,Route 66,Escort,2
2,Season 2 Championship,Los Angeles Gladiators,Hangzhou Spark,Rialto,Escort,2
2,Season 2 Championship,Hangzhou Spark,Los Angeles Gladiators,Busan,Control,3
3,OWL 2020 Regular Season,New York Excelsior,Chengdu Hunters,Watchpoint: Gibraltar,Escort,4
1,Two,London Spitfire,Philadelphia Fusion,Route 66,Escort,2
2,Season 2 Championship,Atlanta Reign,New York Excelsior,Lijiang Tower,Control,2
3,OWL 2020 Regular Season,Paris Eternal,London Spitfire,Hanamura,Assault,2
2,One,Seoul Dynasty,Los Angeles Gladiators,Horizon Lunar Colony,Assault,2
1,Four,Dallas Fuel,Los Angeles Valiant,Watchpoint: Gibraltar,Escort,4
1,Three,Houston Outlaws,Florida Mayhem,Ilios,Control,2
3,OWL 2020 Regular Season,New York Excelsior,London Spitfire,Volskaya Industries,Assault,4
2,Three,Shanghai Dragons,Los Angeles Gladiators,Dorado,Escort,2
2,Two,Vancouver Titans,Dallas Fuel,Blizzard World,Hybrid,4
1,Two,Seoul Dynasty,Los Angeles Gladiators,Hollywood,Hybrid,2
3,OWL 2020 Regular Season,Guangzhou Charge,Seoul Dynasty,Hollywood,Hybrid,4
3,OWL 2020 Regular Season,Washington Justice,Boston Uprising,Havana,Escort,2
1,Two,Los Angeles Gladiators,Los Angeles Valiant,Watchpoint: Gibraltar,Escort,4
2,Three,Seoul Dynasty,Guangzhou Charge,Paris,Assault,2
1,One,London Spitfire,Seoul Dynasty,Numbani,Hybrid,2
1,Four,Philadelphia Fusion,Seoul Dynasty,Nepal,Control,2
3,OWL 2020 Regular Season,Florida Mayhem,Boston Uprising,Busan,Control,2
1,Four,Boston Uprising,San Francisco Shock,Hanamura,Assault,2
3,OWL 2020 Regular Season,Toronto Defiant,Houston Outlaws,Numbani,Hybrid,2
2,Two,New York Excelsior,Shanghai Dragons,Watchpoint: Gibraltar,Escort,2
3,OWL 2020 Regular Season,Atlanta Reign,Toronto Defiant,Lijiang Tower,Control,2
2,One,New York Excelsior,Seoul Dynasty,Dorado,Escort,2
2,One,Hangzhou Spark,Shanghai Dragons,Hollywood,Hybrid,2
3,OWL 2020 Regular Season,Paris Eternal,Los Angeles Gladiators,Volskaya Industries,Assault,4
2,Four,London Spitfire,Guangzhou Charge,Lijiang Tower,Control,3
3,OWL 2020 Regular Season,London Spitfire,Shanghai Dragons,Volskaya Industries,Assault,4
3,OWL 2020 Regular Season,Florida Mayhem,Paris Eternal,Oasis,Control,2
1,One,London Spitfire,Dallas Fuel,Horizon Lunar Colony,Assault,2
1,Three,draw,draw,Blizzard World,Hybrid,3
1,Four,Los Angeles Valiant,Boston Uprising,Nepal,Control,2
2,Four,Los Angeles Gladiators,Hangzhou Spark,Busan,Control,3
2,Three,San Francisco Shock,Boston Uprising,Hollywood,Hybrid,2
2,Four,Paris Eternal,New York Excelsior,Havana,Escort,2
2,Four,San Francisco Shock,Los Angeles Valiant,Volskaya Industries,Assault,2
3,OWL 2020 Regular Season,New York Excelsior,Chengdu Hunters,Ilios,Control,2
2,One,Los Angeles Valiant,New York Excelsior,Volskaya Industries,Assault,2
1,Three,Philadelphia Fusion,New York Excelsior,Numbani,Hybrid,2
2,Season 2 Championship,Los Angeles Gladiators,Vancouver Titans,Rialto,Escort,4
3,OWL 2020 Regular Season,Toronto Defiant,Boston Uprising,Hanamura,Assault,2
1,Three,Boston Uprising,Dallas Fuel,Temple of Anubis,Assault,2
2,One,Houston Outlaws,Hangzhou Spark,Busan,Control,2
3,OWL 2020 Regular Season,Vancouver Titans,Los Angeles Valiant,Lijiang Tower,Control,2
2,One,Florida Mayhem,Guangzhou Charge,Rialto,Escort,2
2,Three,New York Excelsior,Toronto Defiant,Horizon Lunar Colony,Assault,2
2,Four,Los Angeles Gladiators,New York Excelsior,Busan,Control,2
1,Two,Philadelphia Fusion,Los Angeles Gladiators,Hanamura,Assault,2
2,Three,Chengdu Hunters,Dallas Fuel,Horizon Lunar Colony,Assault,2
1,Four,Seoul Dynasty,Shanghai Dragons,Dorado,Escort,2
3,OWL 2020 Regular Season,Guangzhou Charge,London Spitfire,Oasis,Control,2
1,Three,Los Angeles Gladiators,San Francisco Shock,Volskaya Industries,Assault,4
2,Two - Title,San Francisco Shock,Vancouver Titans,Lijiang Tower,Control,2
2,Three,Shanghai Dragons,Philadelphia Fusion,Ilios,Control,3
1,One,Philadelphia Fusion,Dallas Fuel,Eichenwalde,Hybrid,2
2,Two,Vancouver Titans,Seoul Dynasty,Lijiang Tower,Control,3
1,Two,Florida Mayhem,San Francisco Shock,King's Row,Hybrid,2
2,Two,London Spitfire,Houston Outlaws,Hanamura,Assault,2
1,Four,London Spitfire,Los Angeles Gladiators,Blizzard World,Hybrid,2
1,Two,draw,draw,Hanamura,Assault,4
2,One,Vancouver Titans,Guangzhou Charge,Ilios,Control,6
2,One - Title,San Francisco Shock,Vancouver Titans,Nepal,Control,3
1,Three,London Spitfire,Shanghai Dragons,Nepal,Control,2
1,One - Title,London Spitfire,New York Excelsior,Numbani,Hybrid,2
2,Four,Los Angeles Gladiators,New York Excelsior,Route 66,Escort,2
2,One,Atlanta Reign,Toronto Defiant,Dorado,Escort,2
1,Four,San Francisco Shock,Philadelphia Fusion,King's Row,Hybrid,4
2,One,Dallas Fuel,Seoul Dynasty,King's Row,Hybrid,4
1,Four,London Spitfire,Seoul Dynasty,Lijiang Tower,Control,2
1,One,Houston Outlaws,Los Angeles Gladiators,Numbani,Hybrid,4
3,OWL 2020 Regular Season,Houston Outlaws,Paris Eternal,Nepal,Control,2
2,One,London Spitfire,Hangzhou Spark,Ilios,Control,2
1,Three,Philadelphia Fusion,Los Angeles Valiant,Route 66,Escort,2
2,Two,London Spitfire,Philadelphia Fusion,Rialto,Escort,2
1,Three,London Spitfire,San Francisco Shock,Route 66,Escort,2
2,Two,Los Angeles Valiant,Seoul Dynasty,Hanamura,Assault,4
1,Four,Boston Uprising,Seoul Dynasty,Blizzard World,Hybrid,2
2,Two,London Spitfire,Houston Outlaws,King's Row,Hybrid,2
1,Three,Shanghai Dragons,San Francisco Shock,Numbani,Hybrid,4
3,OWL 2020 Regular Season,Philadelphia Fusion,Boston Uprising,Blizzard World,Hybrid,2
3,OWL 2020 Regular Season,Guangzhou Charge,Hangzhou Spark,Eichenwalde,Hybrid,2
1,Three,San Francisco Shock,Philadelphia Fusion,Blizzard World,Hybrid,2
1,Two,Florida Mayhem,Dallas Fuel,King's Row,Hybrid,2
2,Three,Los Angeles Valiant,Chengdu Hunters,Oasis,Control,2
2,Four,Hangzhou Spark,Shanghai Dragons,Volskaya Industries,Assault,2
1,Three - Title,New York Excelsior,Boston Uprising,Route 66,Escort,2
3,OWL 2020 Regular Season,Los Angeles Gladiators,Boston Uprising,Watchpoint: Gibraltar,Escort,2
2,Four,Florida Mayhem,Toronto Defiant,Route 66,Escort,4
1,Two - Title,Philadelphia Fusion,London Spitfire,Nepal,Control,2
2,Two,Los Angeles Gladiators,Chengdu Hunters,Busan,Control,2
1,Three,Los Angeles Valiant,Philadelphia Fusion,Nepal,Control,2
1,Two,San Francisco Shock,Dallas Fuel,Lijiang Tower,Control,3
3,OWL 2020 Regular Season,Paris Eternal,Boston Uprising,Oasis,Control,5
1,Four,Los Angeles Gladiators,Shanghai Dragons,King's Row,Hybrid,2
1,Two,Florida Mayhem,Houston Outlaws,Hanamura,Assault,4
1,Three,Houston Outlaws,Los Angeles Gladiators,Ilios,Control,3
1,One,London Spitfire,Boston Uprising,Numbani,Hybrid,4
2,Three,New York Excelsior,London Spitfire,Hollywood,Hybrid,4
3,OWL 2020 Regular Season,Atlanta Reign,Florida Mayhem,Route 66,Escort,4
1,One,Houston Outlaws,Shanghai Dragons,Horizon Lunar Colony,Assault,2
1,Three,Houston Outlaws,London Spitfire,Nepal,Control,2
1,Two,Boston Uprising,San Francisco Shock,Nepal,Control,2
2,One,Toronto Defiant,Hangzhou Spark,Nepal,Control,3
1,One,Los Angeles Gladiators,Shanghai Dragons,Temple of Anubis,Assault,2
2,One,Dallas Fuel,Seoul Dynasty,Rialto,Escort,2
2,One,Chengdu Hunters,Guangzhou Charge,Nepal,Control,3
3,OWL 2020 Regular Season,Paris Eternal,Los Angeles Valiant,King's Row,Hybrid,2
1,Two,London Spitfire,Philadelphia Fusion,Nepal,Control,2
2,One - Title,San Francisco Shock,Philadelphia Fusion,Ilios,Control,2
2,Four,Paris Eternal,Shanghai Dragons,King's Row,Hybrid,2
1,Four,Seoul Dynasty,Los Angeles Valiant,Blizzard World,Hybrid,2
1,Three,Shanghai Dragons,Philadelphia Fusion,Junkertown,Escort,2
1,Three - Title,New York Excelsior,Los Angeles Valiant,Temple of Anubis,Assault,2
2,Three,Hangzhou Spark,Seoul Dynasty,Horizon Lunar Colony,Assault,4
3,OWL 2020 Regular Season,New York Excelsior,Seoul Dynasty,Oasis,Control,2
1,One,Florida Mayhem,Shanghai Dragons,Dorado,Escort,2
2,Two,Atlanta Reign,New York Excelsior,Lijiang Tower,Control,2
1,Two - Title,Philadelphia Fusion,London Spitfire,Route 66,Escort,2
1,One,Los Angeles Valiant,Dallas Fuel,Junkertown,Escort,6
2,Three,Dallas Fuel,Washington Justice,Eichenwalde,Hybrid,2
1,Three,London Spitfire,Florida Mayhem,Route 66,Escort,2
2,Three,Houston Outlaws,Washington Justice,Dorado,Escort,2
1,One,Philadelphia Fusion,Los Angeles Gladiators,Temple of Anubis,Assault,3
2,Three,Los Angeles Valiant,Chengdu Hunters,Horizon Lunar Colony,Assault,5
1,Two,Seoul Dynasty,Los Angeles Valiant,King's Row,Hybrid,2
3,OWL 2020 Regular Season,Toronto Defiant,Vancouver Titans,Blizzard World,Hybrid,2
2,Two,New York Excelsior,Atlanta Reign,Rialto,Escort,4
